Avadhoot Gandhi/Devdutta Manisha Baji/Haridas Shinde,Yugat Mandali,Lyrics not found
Siddharth Mahadevan,Zinda,"[""Zinda"" के बोल]

[Chorus]
ज़िंदा है तो प्याला पूरा भर ले
कंचा फूटे, चूरा, कांच कर ले

[Verse 1]
ज़िंदगी के यह गदा ले, एक साँस में चढ़ा ले
हिचकियों में क्या है मरना, पूरा मर ले
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला

[Chorus]
ज़िंदा है तो प्याला पूरा भर ले
कंचा फूटे, चूरा, कांच कर ले
कंचा फूटे, चूरा, कांच कर ले

[Verse 2]
उलझे क्यों पैरों में यह ख़्वाब, कदमों से रेशम खींच दे
पीछे कुछ ना आगे का हिसाब, इस पल की क्यारी सींच दे
आग ज़ुबान पे रख दे, फिर चोट के होठ भिगाएंगे
घाव गुनगुनाएंगे, तेरे दर्द गीत बन जाएंगे

[Chorus]
ज़िंदा है तो प्याला पूरा भर ले
कंचा फूटे, चूरा, कांच कर ले

[Outro]
ज़िंदगी के यह गदा ले, एक साँस में चढ़ा ले
हिचकियों में क्या है मरना, पूरा मर ले
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला
कोयला काला है, चट्टानों ने पाला
अंदर काला, बाहर काला पर सच्चा है साला
ज़िंदा"
Alex and Rus,Alex and Rus - Dikaya L'vitsa | Dikaya Lvica,Lyrics not found
YT,ALMIGHTY PUSH (AMV),Lyrics not found
AWOLNATION,Run (Beautiful Things),"[Hook]
I am a human being capable of doing beautiful things
I am a human being capable of doing beautiful things
I am a human being capable of doing beautiful things
And I am a human being capable of doing these beautiful things

[Bridge]
There's lightning striking all over the world
There's lightning striking all over the world
There's lightning striking all over the world
There's lightning striking all over the world

[Hook]
I am a human being capable of doing beautiful things
I am a human being capable of doing beautiful things

[Outro]
Run

Oh, oh-oh-oh

Hey, hey, hey, hey, hey, hey, hey"
Bazanji,Fed Up,"[Verse 1]
Too many thoughts on my mind I can't sleep at night, so I just keep writing
I don't need no help I don't need opinions so don't waste my time then
I just been livin online, my city don't show me no love and that's fine
Fuck local radio stations, I got more plays than all of these rappers combined
I'm goin I'm goin again I been goin in
I'm fed up with so many things
I gotta just let it all out
I'm talkin about
The shit they been talkin about
Tellin me I should do this
Tellin me I should do that
Tellin me tellin me things about rap
Talkin the truth and then stabbin my back
They won't knock me off track no no
Too many things have been building, been hard to deal with, I just been drinking
Remember my moves in the past, I'm wondering what was I thinkin
Lately I'm livin in fear
Wondering what if the end is so near
All of the shit goin on
The shootings are strong
One shot to the head and I'm gone
I'm losing control but I can't let it go
Cuz I'm tryna get more and I been in the moment
I been in the zone and I'm moving alone
I don't pick up the phone when my family call
I've been doin it wrong and I don't know what's happenin
Tryna get what I just been imagining
Gettin close and I just been examining
All of the fake shit the game has been packaging

[Chorus]
I been keepin real
I been doin what I feel
I been out here tryna kill
Every beat I know I will
Everything Im working on
Every night another song
They been quiet all along
They gon notice when I'm gone

[Verse 2]
I come from a town where most of the people are so closed minded
They goin to school and they workin a job but they don't even like it
I won't be put in a box
Nobody tellin me what I should rock
Nobody tellin what I should drop cuz i do what I want and just know I don't stop
Recordin till 4 in the morning they snoring I'm pouring my soul into every story
I'm writing producin I mix it and master I'm building my craft and I'm not lookin back
I been goin doin things I wanna do when I want to
Everybody wanna get a win but they not due
Everybody wanna copy you but they not you
Everybody wanna be cool but they not new
Woah
Look how I go
Gon be a dentist I still got the flow
Never gon lose cuz I'm still doin both
Never gon lose cuz I been on a roll
Come to ya state and I'm killin the show
Know that I'm young and I still gotta grow
Know that I'm workin the most
No I'm never gon choke and I'm lookin back down on the people below

[Chorus]
I been keepin real
I been doin what I feel
I been out here tryna kill
Every beat I know I will
Everything Im working on
Every night another song
They been quiet all along
They gon notice when I'm gone"
Blonde Redhead,Blonde Redhead - For the Damaged Coda,"[Chorus]
Ah-ah, ah, ah, ah, ah-ah ah
Ah-ah, ah, ah, ah, ah-ah ah
Ah-ah, ah, ah, ah, ah-ah ah
Ah-ah, ah, ah, ah, ah-ah ah
Ah-ah, ah, ah, ah, ah-ah ah
Ah-ah, ah, ah, ah, ah-ah ah

[Outro]
Ah"
Busta Rhymes,Touch It,"[Intro]
(Ayo, Swizz, I don't think they ready for this shit)
Touch it, bring it, pay it, watch it
(Aiyyo let me take they ass back to the club real quick)
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it

[Verse 1]
(Get low Bus!) Who be the King of the Sound? (Uh huh)
Busta Bus back to just put a lock on a town (Uh huh)
Lot of my bitches be comin' from miles around
See they be comin' cause they know how the God get down
(Turn it up!)
Now you know who holdin' the throne so gimme the crown
Niggas salutin' and tryna give me a pound
(Come on) I don't really fuck with you niggas, you niggas is clowns
Making the bitches strippin', throw they shit on the ground
(Get low Bus!) Now that's the way that it goes (Uh huh)
When we up in the spot the shit be flooded with hoes (Come on)
See we a make it hot, the chicks will come out their clothes
That's when you get it, mami already know I suppose
(Turn it up!)
Shorty wildin' and Shorty open, she beastin' it out
For the record, just a second I'm freaking it out
(Come on) While she tryna touch see I was peepin' it out
She turned around and was tryna put my dick in her mouth
I let her

[Chorus]
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it

[Verse 2]
(Get low Bus!) And as we started, got me ringin' her bell (Uh huh)
When I come I be doin' it and doin' it well (Uh huh)
Then I beat up the coochie and be makin' it swell
Tryna hide the smell of the sex, spraying on the Chanel
(Turn it up!)
Then they try to walk with a strut so no one could tell
(Come on) How a nigga got in they butt, made everything jail
(Come on) Now the chick will wild like a nut, she blowin' my cell
(Come on) Can't get enough of the kid, I put her under my spell
(Get low Bus!) It's crowded, mami, move it along (Uh huh)
If you know you 'bout it then get to removin' your thong (Uh huh)
To the whip and back of the truck that's where you belong
After the yac, see the type of raunchy shit they be on
(Turn it up!)
Street niggas respect it because my movement is strong
(Come on) 'Cause we consistently rep and see my money is long
All my bitches is wit' me, see how they singing the song
Plus how we give 'em the stick and we be dickin' along
I let her

[Chorus]
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it

[Verse 3]
(Get low Bus!) The God of the block, see that I'm back (Uh huh)
Every single time that I drop, the shit is a wrap (Uh huh)
For the niggas hatin' the kid I'm close to the strap
Cause all these bitches wanna come talk to sit on my lap
(TURN IT UP!!)
Every time I give you bang shit to knock in ya whip
(Come on) Nigga always do his thing, bitch, lockin' the strip
(Come on) Lot of mamis is dancin' and they shakin' their hips
After that they get low and put the thing on their lips
I let them

[Chorus]
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it
Touch it, bring it, pay it, watch it
Turn it, leave it, start - format it"
Shakira,Can’t Remember to Forget You,"[Verse 1: Shakira]
And I left a note on my bedpost
Saying not to repeat yesterday’s mistakes
What I tend to do when it comes to you
I see only the good, selective memory

[Pre-Chorus: Shakira]
The way you make me feel, yeah, you got a hold on me
I never met someone so different, oh, here we go
You're part of me now, you're part of me
So where you go, I follow, follow, follow (Oh)

[Chorus: Shakira]
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I can't remember to forget you
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I can't remember to forget you

[Post-Chorus: Shakira]
Ooh, ooh, ooh-ooh, ooh
I can't remember to forget you
Ooh, ooh, ooh-ooh, ooh

[Verse 2: Rihanna]
I go back again, fall off the train
Land in his bed, repeat yesterday’s mistakes
What I'm tryna say is not to forget
You see only the good, selective memory

[Pre-Chorus: Rihanna, Shakira,  Both]
The way he makes me feel like, the way he makes me feel
I never seemed to act so stupid, oh, here we go
He a part of me now, he a part of me
So where he goes, I follow, follow, follow (Oh)

[Chorus: Shakira, Rihanna]
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I can't remember to forget you
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight (Oh)
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh (Oh, oh)
I can't remember to forget you

[Bridge: Shakira, Rihanna]
I rob and I kill to keep him with me
I'll do anything for that boy
I'd give my last dime to hold him tonight
I'll do anything for that boy
I rob and I kill to keep him with me
I'll do anything for that boy
I'd give my last dime to hold him tonight
I'll do anything for that boy

[Chorus: Shakira, Rihanna]
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I can't remember to forget you
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh
I keep forgetting I should let you go
But when you look at me
The only memory is us kissing in the moonlight (Oh)
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh (Oh, oh)
I can't remember to forget you
But when you look at me
The only memory is us kissing in the moonlight (Oh)
Oh-oh-oh-oh, oh, oh-oh-oh-oh, oh (Oh, oh)
I can't remember to forget you"
Beep,Censor Beep Sound Effect,Lyrics not found
Sia,Chandelier,"[Verse 1]
Party girls don't get hurt
Can't feel anythin', when will I learn?
I push it down, I push it down
I'm the one for a good time call
Phone's blowin' up, ringin' my doorbell
I feel the love, I feel the love

[Pre-Chorus]
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
Throw 'em back 'til I lose count
[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight
Help me, I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight, on for tonight

[Verse 2]
Sun is up, I'm a mess
Gotta get out now, gotta run from this
Here comes the shame, here comes the shame
(Ah)

[Pre-Chorus]
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
One, two, three, one, two, three, drink
Throw 'em back 'til I lose count

[Chorus]
I'm gonna swing from the chandelier
From the chandelier
I'm gonna live like tomorrow doesn't exist
Like it doesn't exist
I'm gonna fly like a bird through the night
Feel my tears as they dry
I'm gonna swing from the chandelier
From the chandelier

[Post-Chorus]
But I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight
Help me, I'm holdin' on for dear life
Won't look down, won't open my eyes
Keep my glass full until mornin' light
'Cause I'm just holdin' on for tonight, on for tonight

[Outro]
On for tonight
'Cause I'm just holdin' on for tonight
Oh, I'm just holdin' on for tonight
On for tonight, on for tonight
'Cause I'm just holdin' on for tonight
'Cause I'm just holdin' on for tonight
Oh, I'm just holdin' on for tonight
On for tonight, on for tonight"
